Status,Sharpe,Fitness,Returns(%),Drawdown(%),Margin(bps),Turnover(%),Universe,Delay,Decay,Neutralization,FailedChecks,Code,,
SUCCESS,-0.4500,-0.1600,-11.3300,62.2500,-2.6100,86.9100,TOP3000,1,8,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;HIGH_TURNOVER;CONCENTRATED_WEIGHT;LOW_SUB_UNIVERSE_SHARPE,"-1 * normalize(ts_decay_linear(group_neutralize(ts_corr(ts_backfill(coefficient_variation_fy2_eps, 60), ts_backfill(fnd6_mfmq_piq, 60), 5), industry), 20))",,
SUCCESS,0.3900,0.1600,13.6500,58.5300,3.3400,81.7500,TOP1000,1,8,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;HIGH_TURNOVER;CONCENTRATED_WEIGHT,"-1 * normalize(ts_decay_linear(group_neutralize(ts_corr(ts_backfill(mdl177_2_deepvaluefactor_ttmgfp, 60), ts_backfill(fnd6_mfmq_piq, 60), 5), industry), 20))",,
SUCCESS,0.5000,0.2400,20.4400,44.6000,4.4600,91.6800,TOP3000,1,4,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;HIGH_TURNOVER;CONCENTRATED_WEIGHT,"-1 * normalize(ts_decay_linear(group_neutralize(ts_corr(ts_backfill(mdl177_2_earningsqualityfactor_salegpm, 60), ts_backfill(fnd6_mfmq_piq, 60), 5), industry), 20))",,
SUCCESS,0.1900,0.0400,0.6500,7.5400,0.8800,14.8200,TOP1000,1,8,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS,"-1 * normalize(ts_decay_linear(group_neutralize(ts_corr(ts_backfill(fcf_yield_times_forward_roe, 60), ts_backfill(mdl177_2_earningmomentumfactor400_chg6mltg, 60), 20), industry), 20))",,
SUCCESS,-0.3200,-0.1600,-8.2200,86.8600,-5.2900,31.0800,TOP1000,1,2,INDUSTRY,LOW_SHARPE;LOW_FITNESS;CONCENTRATED_WEIGHT;LOW_SUB_UNIVERSE_SHARPE,"-1 * normalize(ts_decay_linear(group_neutralize(ts_corr(ts_backfill(fcf_yield_times_forward_roe, 60), ts_backfill(debt_repayments_total_2, 60), 20), industry), 20))",,
SUCCESS,0.3400,0.2100,13.1100,84.8900,7.5700,34.6200,TOP3000,1,4,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;CONCENTRATED_WEIGHT,"-1 * normalize(ts_decay_linear(group_neutralize(ts_corr(ts_backfill(mdl177_2_deepvaluefactor_coreepsp, 60), ts_backfill(debt_repayments_total_2, 60), 20), industry), 20))",,
SUCCESS,0.5600,0.3200,22.8300,64.3100,6.6700,68.4500,TOP3000,1,2,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;CONCENTRATED_WEIGHT;LOW_SUB_UNIVERSE_SHARPE,"-1 * normalize(ts_decay_linear(group_neutralize(ts_corr(ts_backfill(credit_facility_outstanding_balance, 60), ts_backfill(debt_repayments_total_2, 60), 20), industry), 20))",,
SUCCESS,1.1100,0.7100,5.1200,4.1100,12.9300,7.9200,TOP1000,1,4,INDUSTRY,LOW_SHARPE;LOW_FITNESS,"-1 * signed_power(normalize(ts_decay_linear(group_neutralize(ts_corr(ts_backfill(consensus_analyst_rating, 60), ts_backfill(mdl177_2_deepvaluefactor_proformaep, 60), 60), industry), 5)), 2)",,
SUCCESS,0.7700,0.3700,2.8500,4.2300,6.9400,8.2100,TOP1000,1,8,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"-1 * signed_power(normalize(ts_decay_linear(group_neutralize(ts_corr(ts_backfill(consensus_analyst_rating, 60), ts_backfill(mdl177_2_earningsqualityfactor_dpcapex, 60), 60), industry), 5)), 2)",,
SUCCESS,-0.3500,-0.1200,-1.4800,14.0600,-3.5300,8.3800,TOP1000,1,4,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS,"-1 * signed_power(normalize(ts_decay_linear(group_neutralize(ts_corr(ts_backfill(consensus_analyst_rating, 60), ts_backfill(anl4_afv4_eps_mean, 60), 60), industry), 5)), 2)",,
SUCCESS,0.9900,0.5100,3.2700,5.7700,9.1700,7.1400,TOP3000,1,8,INDUSTRY,LOW_SHARPE;LOW_FITNESS,"-1 * signed_power(normalize(ts_decay_linear(group_neutralize(ts_corr(ts_backfill(mdl177_2_earningsqualityfactor_ncfeps, 60), ts_backfill(anl4_afv4_eps_mean, 60), 60), industry), 5)), 2)",,
SUCCESS,-0.0400,-0.0100,-0.2300,7.5300,-2.1600,2.1300,TOP3000,1,4,INDUSTRY,LOW_SHARPE;LOW_FITNESS;CONCENTRATED_WEIGHT,"normalize(ts_decay_linear(group_neutralize(signed_power(ts_backfill(ebit, 60), 10), industry), 30))",,
SUCCESS,-1.2200,-0.5100,-2.2100,5.6700,-30.4200,1.4500,TOP1000,1,2,INDUSTRY,LOW_SHARPE;LOW_FITNESS;CONCENTRATED_WEIGHT,"normalize(ts_decay_linear(group_neutralize(signed_power(ts_backfill(debt, 60), 10), industry), 30))",,
SUCCESS,-0.5900,-0.6000,-12.8300,75.8200,-76.2900,3.3600,TOP1000,1,4,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;CONCENTRATED_WEIGHT;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(group_neutralize(signed_power(ts_backfill(eps, 60), 10), industry), 30))",,
SUCCESS,-0.2400,-0.1100,-2.8300,62.1200,-22.8700,2.4700,TOP1000,1,2,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS,"normalize(ts_decay_linear(group_neutralize(signed_power(ts_backfill(mdl177_2_deepvaluemodel_dv_yoychgat, 60), 10), industry), 30))",,
ERROR,,,,,,,TOP1000,1,8,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(log(abs(rank(ts_backfill(mdl177_2_5yearrelativevaluefactor_rel5yebitdap, 60))) + 1e-9), industry), 15))",,
ERROR,,,,,,,TOP1000,1,2,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(log(abs(rank(ts_backfill(mdl177_2_earningsqualityfactor_chgshare, 60))) + 1e-9), industry), 15))",,
ERROR,,,,,,,TOP3000,1,8,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(log(abs(rank(ts_backfill(gross_profit_to_assets_ratio, 60))) + 1e-9), industry), 15))",,
ERROR,,,,,,,TOP1000,1,2,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(log(abs(rank(ts_backfill(mdl177_2_deepvaluefactor_fwdep, 60))) + 1e-9), industry), 15))",,
SUCCESS,0.4400,0.1700,1.9600,12.5700,21.6700,1.8100,TOP3000,1,8,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS,"normalize(ts_decay_linear(group_neutralize(rank(ts_mean(ts_backfill(anl4_adjusted_netincome_ft, 60), 10)), industry), 5))",,
SUCCESS,0.3000,0.1600,3.6300,35.3700,44.6000,1.6300,TOP1000,1,4,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(group_neutralize(rank(ts_mean(ts_backfill(assets_curr, 60), 10)), industry), 5))",,
SUCCESS,0.5000,0.2000,1.9600,10.9400,14.0500,2.7900,TOP1000,1,2,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS,"normalize(ts_decay_linear(group_neutralize(rank(ts_mean(ts_backfill(mdl177_2_earningsqualityfactor_uinv, 60), 10)), industry), 5))",,
SUCCESS,-0.6200,-0.3400,-3.7700,26.0700,-50.1700,1.5000,TOP3000,1,8,INDUSTRY,LOW_SHARPE;LOW_FITNESS,"normalize(ts_decay_linear(group_neutralize(rank(ts_mean(ts_backfill(earnings_shortfall_metric, 60), 10)), industry), 5))",,
SUCCESS,0.1000,0.0200,0.4100,12.0300,1.0100,8.2300,TOP3000,1,2,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS,"signed_power(normalize(ts_decay_linear(group_neutralize(ts_arg_max(ts_backfill(earnings_revision_magnitude, 60), 30), subindustry), 60)), 2)",,
ERROR,,,,,,,TOP3000,1,8,INDUSTRY,,"signed_power(normalize(ts_decay_linear(group_neutralize(ts_arg_max(ts_backfill(fnd6_newqeventv110_ibcomq, 60), 30), subindustry), 60)), 2)",,
SUCCESS,0.2700,0.1100,2.0300,24.5400,4.7400,8.5800,TOP3000,1,4,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS,"signed_power(normalize(ts_decay_linear(group_neutralize(ts_arg_max(ts_backfill(mdl177_2_deepvaluemodel_chgshare, 60), 30), subindustry), 60)), 2)",,
SUCCESS,0.5800,0.4200,6.4200,22.7900,13.8700,9.2600,TOP1000,1,2,INDUSTRY,LOW_SHARPE;LOW_FITNESS,"signed_power(normalize(ts_decay_linear(group_neutralize(ts_arg_max(ts_backfill(mdl177_2_deepvaluefactor_ttmcapexp, 60), 30), subindustry), 60)), 2)",,
ERROR,,,,,,,TOP3000,1,8,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(log(abs(rank(ts_backfill(mdl177_2_garpanalystmodel_qgp_relgrowth, 60))) + 1e-9), sector), 3))",,
ERROR,,,,,,,TOP3000,1,4,SUBINDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(log(abs(rank(ts_backfill(mdl177_2_earningsqualityfactor_chgsgasale, 60))) + 1e-9), sector), 3))",,
ERROR,,,,,,,TOP1000,1,4,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(log(abs(rank(ts_backfill(capex_to_depreciation_linkage, 60))) + 1e-9), sector), 3))",,
ERROR,,,,,,,TOP1000,1,2,SUBINDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(log(abs(rank(ts_backfill(mdl177_2_garpanalystmodel_qgp_composite, 60))) + 1e-9), sector), 3))",,
SUCCESS,-0.2700,-0.1100,-1.9400,14.5500,-32.7200,1.1800,TOP3000,1,4,INDUSTRY,LOW_SHARPE;LOW_FITNESS,"normalize(ts_decay_linear(group_neutralize(zscore(ts_backfill(fnd6_newa1v1300_chech, 60)), industry), 10))",,
SUCCESS,-0.4300,-0.1300,-1.2100,9.6500,-7.1700,3.3700,TOP3000,1,8,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS,"normalize(ts_decay_linear(group_neutralize(zscore(ts_backfill(mdl177_2_earningsqualityfactor_wcacc, 60)), industry), 10))",,
SUCCESS,0.3600,0.1000,0.9300,4.9500,10.2900,1.8000,TOP3000,1,2,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(group_neutralize(zscore(ts_backfill(mdl177_2_earningsqualityfactor_udep, 60)), industry), 10))",,
SUCCESS,-0.1700,-0.0600,-1.7700,32.7700,-34.8800,1.0200,TOP1000,1,4,INDUSTRY,LOW_SHARPE;LOW_FITNESS;CONCENTRATED_WEIGHT,"normalize(ts_decay_linear(group_neutralize(zscore(ts_backfill(anl4_afv4_eps_mean, 60)), industry), 10))",,
SUCCESS,0.1800,0.0700,1.8400,21.9300,9.8900,3.7300,TOP1000,1,4,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"signed_power(normalize(ts_decay_linear(group_neutralize(signed_power(zscore(ts_backfill(mdl177_2_earningsqualityfactor_salegpm, 60)), 2), subindustry), 20)), 2)",,
SUCCESS,-0.6800,-0.4000,-4.2500,30.0900,-28.3000,3.0000,TOP3000,1,2,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"signed_power(normalize(ts_decay_linear(group_neutralize(signed_power(zscore(ts_backfill(mdl177_2_5yearrelativevaluefactor_rel5yocfp, 60)), 2), subindustry), 20)), 2)",,
SUCCESS,-0.4100,-0.2600,-5.0500,69.3600,-49.1600,2.0600,TOP3000,1,8,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS,"signed_power(normalize(ts_decay_linear(group_neutralize(signed_power(zscore(ts_backfill(mdl177_2_deepvaluefactor_ttmfcfev, 60)), 2), subindustry), 20)), 2)",,
SUCCESS,0.0100,0.0000,0.2400,79.3800,1.8000,2.6300,TOP1000,1,8,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS,"signed_power(normalize(ts_decay_linear(group_neutralize(signed_power(zscore(ts_backfill(mdl177_2_deepvaluemodel2_dv_currroe, 60)), 2), subindustry), 20)), 2)",,
ERROR,,,,,,,TOP1000,1,2,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(decay_linear(rank(ts_backfill(capex_to_total_assets, 60)), 20), industry), 5))",,
ERROR,,,,,,,TOP1000,1,8,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(decay_linear(rank(ts_backfill(mdl177_2_deepvaluefactor_ttmsp, 60)), 20), industry), 5))",,
ERROR,,,,,,,TOP1000,1,2,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(decay_linear(rank(ts_backfill(enterprise_value, 60)), 20), industry), 5))",,
ERROR,,,,,,,TOP3000,1,8,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(decay_linear(rank(ts_backfill(mdl177_2_5yearrelativevaluefactor_rel5ybp, 60)), 20), industry), 5))",,
ERROR,,,,,,,TOP1000,1,2,SUBINDUSTRY,,"-1 * signed_power(normalize(ts_decay_linear(group_neutralize(signed_power(rank(ts_backfill(fnd6_newqeventv110_cogsq, 60)), 2), sector), 15)), 2)",,
SUCCESS,0.2700,0.1000,1.6600,8.4500,11.3300,2.9300,TOP1000,1,4,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS,"-1 * signed_power(normalize(ts_decay_linear(group_neutralize(signed_power(rank(ts_backfill(mdl177_2_5yearrelativevaluefactor_rel5ycoreepsp, 60)), 2), sector), 15)), 2)",,
SUCCESS,-0.2100,-0.0600,-1.1900,21.0700,-27.3000,0.8700,TOP3000,1,2,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_TURNOVER,"-1 * signed_power(normalize(ts_decay_linear(group_neutralize(signed_power(rank(ts_backfill(debt_repayment_year_three, 60)), 2), sector), 15)), 2)",,
SUCCESS,0.0500,0.0100,0.2800,12.9200,4.7700,1.1800,TOP1000,1,8,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS,"-1 * signed_power(normalize(ts_decay_linear(group_neutralize(signed_power(rank(ts_backfill(equipment_maximum_useful_life, 60)), 2), sector), 15)), 2)",,
SUCCESS,-0.3200,-0.2200,-5.8100,59.2000,-13.8800,8.3800,TOP1000,1,2,INDUSTRY,LOW_SHARPE;LOW_FITNESS;CONCENTRATED_WEIGHT;LOW_SUB_UNIVERSE_SHARPE,"-1 * signed_power(normalize(ts_decay_linear(group_neutralize((ts_delta(zscore(ts_backfill(credit_facility_max_borrowing, 60)), 5) / ts_delay(rank(ts_backfill(bookvalue_ps, 60)), 1)), subindustry), 60)), 2)",,
SUCCESS,0.0700,0.0300,1.8600,51.5600,2.8600,13.0000,TOP3000,1,2,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;CONCENTRATED_WEIGHT,"-1 * signed_power(normalize(ts_decay_linear(group_neutralize((ts_delta(zscore(ts_backfill(mdl177_2_deepvaluefactor_ebitdap, 60)), 5) / ts_delay(rank(ts_backfill(bookvalue_ps, 60)), 1)), subindustry), 60)), 2)",,
SUCCESS,0.1400,0.0800,4.3600,75.2900,6.6200,13.1700,TOP3000,1,4,INDUSTRY,LOW_SHARPE;LOW_FITNESS;CONCENTRATED_WEIGHT;LOW_SUB_UNIVERSE_SHARPE,"-1 * signed_power(normalize(ts_decay_linear(group_neutralize((ts_delta(zscore(ts_backfill(mdl177_2_deepvaluefactor_ttmpiqp, 60)), 5) / ts_delay(rank(ts_backfill(bookvalue_ps, 60)), 1)), subindustry), 60)), 2)",,
SUCCESS,0.0200,0.0000,0.2800,53.5600,0.5500,10.3700,TOP1000,1,4,INDUSTRY,LOW_SHARPE;LOW_FITNESS;CONCENTRATED_WEIGHT,"-1 * signed_power(normalize(ts_decay_linear(group_neutralize((ts_delta(zscore(ts_backfill(earnings_per_share_estimate_count, 60)), 5) / ts_delay(rank(ts_backfill(bookvalue_ps, 60)), 1)), subindustry), 60)), 2)",,
SUCCESS,0.1900,0.0800,2.0800,21.7800,32.8000,1.2700,TOP1000,1,2,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;CONCENTRATED_WEIGHT,"signed_power(normalize(ts_decay_linear(group_neutralize(signed_power(zscore(ts_backfill(fnd6_drlt, 60)), 2), industry), 15)), 2)",,
SUCCESS,1.4100,2.0400,26.1400,17.7400,81.5200,6.4100,TOP3000,1,8,SUBINDUSTRY,,"signed_power(normalize(ts_decay_linear(group_neutralize(signed_power(zscore(ts_backfill(anl4_netprofit_flag, 60)), 2), industry), 15)), 2)",,
SUCCESS,0.1400,0.0400,0.9700,18.1700,17.3700,1.1200,TOP1000,1,2,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(group_neutralize(zscore(ts_backfill(fnd6_newa1v1300_ao, 60)), industry), 30))",,
SUCCESS,0.3900,0.2600,5.5000,40.1000,66.8400,1.6400,TOP3000,1,8,INDUSTRY,LOW_SHARPE;LOW_FITNESS;CONCENTRATED_WEIGHT;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(group_neutralize(zscore(ts_backfill(actual_eps_value_quarterly, 60)), industry), 30))",,
SUCCESS,0.0400,0.0100,0.4200,37.4100,7.0600,1.1900,TOP1000,1,2,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(group_neutralize(zscore(ts_backfill(depre_amort, 60)), industry), 30))",,
SUCCESS,-0.1300,-0.0400,-1.1300,35.2100,-28.0100,0.8100,TOP3000,1,2,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_TURNOVER;CONCENTRATED_WEIGHT;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(group_neutralize(zscore(ts_backfill(debt_maturities_repayments_year2, 60)), industry), 30))",,
ERROR,,,,,,,TOP1000,1,4,SUBINDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(log(abs(rank(ts_backfill(mdl177_2_earningmomentumfactor400_sue, 60))) + 1e-5), subindustry), 3))",,
ERROR,,,,,,,TOP1000,1,2,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(log(abs(rank(ts_backfill(anl4_afv4_eps_mean, 60))) + 1e-5), subindustry), 3))",,
ERROR,,,,,,,TOP1000,1,4,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(log(abs(rank(ts_backfill(forward_cash_flow_to_price, 60))) + 1e-5), subindustry), 3))",,
ERROR,,,,,,,TOP3000,1,8,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(log(abs(rank(ts_backfill(mdl177_2_deepvaluefactor_ttmcfp, 60))) + 1e-5), subindustry), 3))",,
ERROR,,,,,,,TOP1000,1,2,INDUSTRY,,"signed_power(normalize(ts_decay_linear(group_neutralize(log(abs(ts_backfill(fnd6_ivaeqs, 60)) + 1e-9), sector), 30)), 2)",,
ERROR,,,,,,,TOP1000,1,8,INDUSTRY,,"signed_power(normalize(ts_decay_linear(group_neutralize(log(abs(ts_backfill(mdl177_2_earningsqualityfactor_wcacc, 60)) + 1e-9), sector), 30)), 2)",,
ERROR,,,,,,,TOP1000,1,2,INDUSTRY,,"signed_power(normalize(ts_decay_linear(group_neutralize(log(abs(ts_backfill(mdl177_2_5yearrelativevaluefactor_rel5ysp, 60)) + 1e-9), sector), 30)), 2)",,
ERROR,,,,,,,TOP3000,1,4,SUBINDUSTRY,,"signed_power(normalize(ts_decay_linear(group_neutralize(log(abs(ts_backfill(debt_st, 60)) + 1e-9), sector), 30)), 2)",,
ERROR,,,,,,,TOP3000,1,8,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(decay_linear(rank(ts_backfill(debt_carrying_amount_total, 60)), 20), subindustry), 10))",,
ERROR,,,,,,,TOP3000,1,2,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(decay_linear(rank(ts_backfill(mdl177_2_garpanalystmodel_qgp_valuation, 60)), 20), subindustry), 10))",,
ERROR,,,,,,,TOP3000,1,2,SUBINDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(decay_linear(rank(ts_backfill(coefficient_variation_fy1_eps, 60)), 20), subindustry), 10))",,
ERROR,,,,,,,TOP1000,1,8,SUBINDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(decay_linear(rank(ts_backfill(mdl177_2_deepvaluefactor_past, 60)), 20), subindustry), 10))",,
ERROR,,,,,,,TOP1000,1,4,INDUSTRY,,"signed_power(normalize(ts_decay_linear(group_neutralize(log(abs(rank(ts_backfill(mdl177_2_deepvaluemodel_chgshare, 60))) + 1e-9), industry), 5)), 2)",,
ERROR,,,,,,,TOP1000,1,8,SUBINDUSTRY,,"signed_power(normalize(ts_decay_linear(group_neutralize(log(abs(rank(ts_backfill(domestic_ebit_value, 60))) + 1e-9), industry), 5)), 2)",,
ERROR,,,,,,,TOP3000,1,2,INDUSTRY,,"signed_power(normalize(ts_decay_linear(group_neutralize(log(abs(rank(ts_backfill(mdl177_2_earningsqualityfactor_chgsgasale, 60))) + 1e-9), industry), 5)), 2)",,
ERROR,,,,,,,TOP1000,1,2,INDUSTRY,,"signed_power(normalize(ts_decay_linear(group_neutralize(log(abs(rank(ts_backfill(lagged_inverse_peg_ratio, 60))) + 1e-9), industry), 5)), 2)",,
SUCCESS,-0.2500,-0.0700,-1.0100,9.5400,-10.8800,1.8600,TOP3000,1,2,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(group_neutralize(zscore(ts_backfill(mdl177_2_earningmomentumfactor400_fcfroey1p, 60)), subindustry), 15))",,
SUCCESS,-0.3700,-0.1200,-1.3700,11.6000,-11.6600,2.3600,TOP1000,1,8,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(group_neutralize(zscore(ts_backfill(mdl177_2_5yearrelativevaluefactor_rel5yfcfp, 60)), subindustry), 15))",,
SUCCESS,0.5300,0.4400,8.4800,36.6200,39.9900,4.2400,TOP1000,1,2,INDUSTRY,LOW_SHARPE;LOW_FITNESS,"normalize(ts_decay_linear(group_neutralize(zscore(ts_backfill(anl4_ebitda_flag, 60)), subindustry), 15))",,
SUCCESS,0.3100,0.0800,0.8400,5.8500,7.9900,2.1000,TOP3000,1,8,INDUSTRY,LOW_SHARPE;LOW_FITNESS,"normalize(ts_decay_linear(group_neutralize(zscore(ts_backfill(mdl177_2_earningsqualityfactor_yoychgaa, 60)), subindustry), 15))",,
ERROR,,,,,,,TOP3000,1,8,SUBINDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(decay_linear(zscore(ts_backfill(mdl177_2_earningsqualityfactor_uinv, 60)), 20), industry), 10))",,
ERROR,,,,,,,TOP1000,1,8,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(decay_linear(zscore(ts_backfill(mdl177_2_garpanalystmodel_qgp_alert, 60)), 20), industry), 10))",,
ERROR,,,,,,,TOP1000,1,8,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(decay_linear(zscore(ts_backfill(credit_facility_outstanding_amount, 60)), 20), industry), 10))",,
ERROR,,,,,,,TOP3000,1,8,SUBINDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(decay_linear(zscore(ts_backfill(mdl177_2_deepvaluemodel_ttmfcfev, 60)), 20), industry), 10))",,
ERROR,,,,,,,TOP1000,1,8,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(decay_linear(zscore(ts_backfill(mdl177_2_deepvaluefactor_indidivy, 60)), 20), subindustry), 10))",,
ERROR,,,,,,,TOP3000,1,8,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(decay_linear(zscore(ts_backfill(mdl177_2_deepvaluefactor_coreepsp, 60)), 20), subindustry), 10))",,
ERROR,,,,,,,TOP1000,1,4,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(decay_linear(zscore(ts_backfill(current_liabilities_to_price_v1, 60)), 20), subindustry), 10))",,
ERROR,,,,,,,TOP1000,1,2,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(decay_linear(zscore(ts_backfill(mdl177_2_earningsqualityfactor_uinv, 60)), 20), subindustry), 10))",,
SUCCESS,0.7700,0.3500,8.4800,10.7000,4.1500,40.8700,TOP3000,1,2,INDUSTRY,LOW_SHARPE;LOW_FITNESS;CONCENTRATED_WEIGHT,"signed_power(normalize(ts_decay_linear(group_neutralize((ts_delta(earnings_revision_magnitude, 10) / ts_delay((implied_volatility_call_270 - implied_volatility_put_270), 1)), subindustry), 15)), 2)",,
ERROR,,,,,,,TOP3000,1,4,SUBINDUSTRY,,"signed_power(normalize(ts_decay_linear(group_neutralize((ts_delta(debt_stated_interest_rate_pctanl4_adjusted_netincome_ft, 10) / ts_delay((implied_volatility_call_270 - implied_volatility_put_270), 1)), subindustry), 15)), 2)",,
SUCCESS,0.6900,0.3700,10.6400,23.9900,5.6200,37.8400,TOP1000,1,2,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;CONCENTRATED_WEIGHT,"signed_power(normalize(ts_decay_linear(group_neutralize((ts_delta(fy2_eps_estimate_dispersion, 10) / ts_delay((implied_volatility_call_270 - implied_volatility_put_270), 1)), subindustry), 15)), 2)",,
SUCCESS,-0.0700,-0.0100,-0.7300,19.9100,-0.4000,36.8000,TOP3000,1,4,INDUSTRY,LOW_SHARPE;LOW_FITNESS;CONCENTRATED_WEIGHT,"signed_power(normalize(ts_decay_linear(group_neutralize((ts_delta(mdl177_2_deepvaluefactor_proformaep, 10) / ts_delay((implied_volatility_call_270 - implied_volatility_put_270), 1)), subindustry), 15)), 2)",,
SUCCESS,0.4700,0.2100,17.8100,85.4900,3.9600,90.0400,TOP1000,1,4,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;HIGH_TURNOVER;CONCENTRATED_WEIGHT;LOW_SUB_UNIVERSE_SHARPE,"signed_power(normalize(ts_decay_linear(group_neutralize(ts_corr(ts_backfill(mdl177_2_earningsqualityfactor_salegpm, 60), ts_backfill(credit_risk_premium_indicator, 60), 5), subindustry), 20)), 2)",,
SUCCESS,0.5000,0.4500,9.9100,25.7900,20.7100,9.5700,TOP1000,1,8,INDUSTRY,LOW_SHARPE;LOW_FITNESS;CONCENTRATED_WEIGHT,"signed_power(normalize(ts_decay_linear(group_neutralize(ts_corr(ts_backfill(anl4_fcf_flag, 60), ts_backfill(credit_risk_premium_indicator, 60), 5), subindustry), 20)), 2)",,
SUCCESS,-0.2700,-0.1500,-3.8800,39.3400,-7.8600,9.8600,TOP1000,1,4,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;CONCENTRATED_WEIGHT,"signed_power(normalize(ts_decay_linear(group_neutralize(ts_corr(ts_backfill(anl4_fcf_flag, 60), ts_backfill(coefficient_variation_fy2_eps, 60), 5), subindustry), 20)), 2)",,
SUCCESS,-0.3100,-0.1800,-12.2300,1.2248,-6.5800,37.1700,TOP3000,1,8,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;CONCENTRATED_WEIGHT;LOW_SUB_UNIVERSE_SHARPE,"signed_power(normalize(ts_decay_linear(group_neutralize(ts_corr(ts_backfill(anl4_fcf_flag, 60), ts_backfill(anl4_netprofit_flag, 60), 5), subindustry), 20)), 2)",,
